review_id,product_id,product_type,tag_name,evidence_type,matched_keyword,evidence_text,evidence_quality,source_method
sample_review_028,sample_product_06,智能逗猫器,性价比,problem,贵,不过家里其他贵为产品的质量一直都挺好,sentence_match,rule_sentence_keyword
sample_review_029,sample_product_06,智能逗猫器,噪音/静音,problem,声音大,超好 买个包包挂上 小猫超级喜欢这个 耐咬程度：好 声音大小：合适 材质安全性：安全的很,sentence_match,rule_sentence_keyword
sample_review_029,sample_product_06,智能逗猫器,宠物兴趣,mention,喜欢,超好 买个包包挂上 小猫超级喜欢这个 耐咬程度：好 声音大小：合适 材质安全性：安全的很,sentence_match,rule_sentence_keyword
sample_review_029,sample_product_06,智能逗猫器,安全风险,advantage,安全,超好 买个包包挂上 小猫超级喜欢这个 耐咬程度：好 声音大小：合适 材质安全性：安全的很,sentence_match,rule_sentence_keyword
sample_review_030,sample_product_06,智能逗猫器,宠物兴趣,mention,玩,这个系列我崽唯爱老鼠 前一个老鼠已经被玩到包浆了遂购入新的 看看新欢能不能打败旧爱,sentence_match,rule_sentence_keyword
sample_review_016,sample_product_04,智能宠物项圈,定位/信号,mention,定位,之前用的定位器一天一充，有时候忘记充电就白带了,sentence_match,rule_sentence_keyword
sample_review_016,sample_product_04,智能宠物项圈,清洁/拆洗,advantage,省心,而且还能切换省电模式，出差几天回来还能用，省心到哭,sentence_match,rule_sentence_keyword
sample_review_016,sample_product_04,智能宠物项圈,容量/空间,mention,出差,而且还能切换省电模式，出差几天回来还能用，省心到哭,sentence_match,rule_sentence_keyword
sample_review_016,sample_product_04,智能宠物项圈,画质/夜视,mention,清晰,电子围栏很灵敏，地图清晰,sentence_match,rule_sentence_keyword
sample_review_017,sample_product_04,智能宠物项圈,定位/信号,mention,定位,我经常忘了充电，但它真能顶好几天，挂上去狗根本没感觉，定位挺准的，在公园试了几次误差不大,sentence_match,rule_sentence_keyword
sample_review_018,sample_product_04,智能宠物项圈,定位/信号,mention,定位,猫爱钻缝隙，定位误差很小，基本能精确到几米内，小区绿化带里直接开铃声寻找锁定,sentence_match,rule_sentence_keyword
sample_review_019,sample_product_04,智能宠物项圈,联网/APP,mention,app,后来朋友推荐买了这个，上周又不小心让门缝溜出去了，打开App一看，好家伙跑出去800多米了，骑车跟着定位追，十来分钟就逮回来了,sentence_match,rule_sentence_keyword
sample_review_019,sample_product_04,智能宠物项圈,定位/信号,mention,定位,后来朋友推荐买了这个，上周又不小心让门缝溜出去了，打开App一看，好家伙跑出去800多米了，骑车跟着定位追，十来分钟就逮回来了,sentence_match,rule_sentence_keyword
sample_review_020,sample_product_04,智能宠物项圈,联网/APP,mention,手机,自从戴上这个，出门遛狗不用一直盯着它了，能松口气玩会儿手机,sentence_match,rule_sentence_keyword
sample_review_020,sample_product_04,智能宠物项圈,宠物兴趣,mention,玩,自从戴上这个，出门遛狗不用一直盯着它了，能松口气玩会儿手机,sentence_match,rule_sentence_keyword
sample_review_020,sample_product_04,智能宠物项圈,定位/信号,mention,定位,定位很准而且充一次电能顶好几天，不用天天惦记着充电，对于我这种懒人来说挺友好的,sentence_match,rule_sentence_keyword
